,Player Name,Seasons in NBA,First Season Played,Last Season Played,Birthdate,Birth City,Birth State or Country,College Name,Draft Number Picked,Draft Round,Draft Team,Draft Year,Team (3 Letter),Age,Player Height,Player Weight,Season,Salary,Team City,Team State,Team Name
9515,Jimmy Butler,11,2012,2022,1989-09-14,Houston,Texas,Marquette University,30th overall,1st round,Chicago Bulls,2011,CHI,23.0,200.66,99.79024,2012-13,1097520.0,Chicago,Illinois,Chicago Bulls
9516,Jimmy Butler,11,2012,2022,1989-09-14,Houston,Texas,Marquette University,30th overall,1st round,Chicago Bulls,2011,CHI,24.0,200.66,99.79024,2013-14,1174080.0,Chicago,Illinois,Chicago Bulls
9517,Jimmy Butler,11,2012,2022,1989-09-14,Houston,Texas,Marquette University,30th overall,1st round,Chicago Bulls,2011,CHI,25.0,200.66,99.79024,2014-15,2119214.0,Chicago,Illinois,Chicago Bulls
9518,Jimmy Butler,11,2012,2022,1989-09-14,Houston,Texas,Marquette University,30th overall,1st round,Chicago Bulls,2011,CHI,26.0,200.66,99.79024,2015-16,16407500.0,Chicago,Illinois,Chicago Bulls
9519,Jimmy Butler,11,2012,2022,1989-09-14,Houston,Texas,Marquette University,30th overall,1st round,Chicago Bulls,2011,CHI,27.0,200.66,104.779752,2016-17,17552209.0,Chicago,Illinois,Chicago Bulls
9520,Jimmy Butler,11,2012,2022,1989-09-14,Houston,Texas,Marquette University,30th overall,1st round,Chicago Bulls,2011,MIN,28.0,203.2,107.047712,2017-18,18696918.0,Minneapolis,Minnesota,Minnesota Timberwolves
9521,Jimmy Butler,11,2012,2022,1989-09-14,Houston,Texas,Marquette University,30th overall,1st round,Chicago Bulls,2011,PHI,29.0,203.2,105.233344,2018-19,19841627.0,Philadelphia,Pennsylvania,Philadelphia 76ers
9522,Jimmy Butler,11,2012,2022,1989-09-14,Houston,Texas,Marquette University,30th overall,1st round,Chicago Bulls,2011,MIA,30.0,200.66,104.32616,2019-20,32742000.0,Miami,Florida,Miami Heat
11347,Jiri Welsch,4,2003,2006,1980-01-27,Pardubice,Czech Republic,,16th overall,1st round,Philadelphia 76ers,2002,GSW,23.0,200.66,94.347136,2002-03,1234080.0,San Francisco,California,Golden State Warriors
11348,Jiri Welsch,4,2003,2006,1980-01-27,Pardubice,Czech Republic,,16th overall,1st round,Philadelphia 76ers,2002,BOS,24.0,200.66,94.347136,2003-04,1326600.0,Boston,Massachusetts,Boston Celtics
11349,Jiri Welsch,4,2003,2006,1980-01-27,Pardubice,Czech Republic,,16th overall,1st round,Philadelphia 76ers,2002,CLE,25.0,200.66,94.347136,2004-05,1419240.0,Cleveland,Ohio,Cleveland Cavaliers
11350,Jiri Welsch,4,2003,2006,1980-01-27,Pardubice,Czech Republic,,16th overall,1st round,Philadelphia 76ers,2002,MIL,26.0,200.66,94.347136,2005-06,2177114.0,Milwaukee,Wisconsin,Milwaukee Bucks
7111,Joakim Noah,13,2008,2020,1985-02-25,New York,New York,University of Florida,9th overall,1st round,Chicago Bulls,2007,CHI,23.0,210.82,105.233344,2007-08,2135400.0,Chicago,Illinois,Chicago Bulls
7112,Joakim Noah,13,2008,2020,1985-02-25,New York,New York,University of Florida,9th overall,1st round,Chicago Bulls,2007,CHI,24.0,210.82,105.233344,2008-09,2295480.0,Chicago,Illinois,Chicago Bulls
7113,Joakim Noah,13,2008,2020,1985-02-25,New York,New York,University of Florida,9th overall,1st round,Chicago Bulls,2007,CHI,25.0,210.82,105.233344,2009-10,2455680.0,Chicago,Illinois,Chicago Bulls
7114,Joakim Noah,13,2008,2020,1985-02-25,New York,New York,University of Florida,9th overall,1st round,Chicago Bulls,2007,CHI,26.0,210.82,105.233344,2010-11,3128536.0,Chicago,Illinois,Chicago Bulls
7115,Joakim Noah,13,2008,2020,1985-02-25,New York,New York,University of Florida,9th overall,1st round,Chicago Bulls,2007,CHI,27.0,210.82,105.233344,2011-12,12000000.0,Chicago,Illinois,Chicago Bulls
7116,Joakim Noah,13,2008,2020,1985-02-25,New York,New York,University of Florida,9th overall,1st round,Chicago Bulls,2007,CHI,28.0,210.82,105.233344,2012-13,11050000.0,Chicago,Illinois,Chicago Bulls
7117,Joakim Noah,13,2008,2020,1985-02-25,New York,New York,University of Florida,9th overall,1st round,Chicago Bulls,2007,CHI,29.0,210.82,105.233344,2013-14,11600000.0,Chicago,Illinois,Chicago Bulls
7118,Joakim Noah,13,2008,2020,1985-02-25,New York,New York,University of Florida,9th overall,1st round,Chicago Bulls,2007,CHI,30.0,210.82,105.233344,2014-15,12700000.0,Chicago,Illinois,Chicago Bulls
7119,Joakim Noah,13,2008,2020,1985-02-25,New York,New York,University of Florida,9th overall,1st round,Chicago Bulls,2007,CHI,31.0,210.82,105.233344,2015-16,13400000.0,Chicago,Illinois,Chicago Bulls
7120,Joakim Noah,13,2008,2020,1985-02-25,New York,New York,University of Florida,9th overall,1st round,Chicago Bulls,2007,NYK,32.0,210.82,104.32616,2016-17,17000000.0,New York,New York,New York Knicks
7121,Joakim Noah,13,2008,2020,1985-02-25,New York,New York,University of Florida,9th overall,1st round,Chicago Bulls,2007,NYK,33.0,210.82,104.32616,2017-18,17765000.0,New York,New York,New York Knicks
7122,Joakim Noah,13,2008,2020,1985-02-25,New York,New York,University of Florida,9th overall,1st round,Chicago Bulls,2007,MEM,34.0,210.82,104.32616,2018-19,18530000.0,Memphis,Tennessee,Memphis Grizzlies
7123,Joakim Noah,13,2008,2020,1985-02-25,New York,New York,University of Florida,9th overall,1st round,Chicago Bulls,2007,LAC,35.0,210.82,105.233344,2019-20,,Los Angeles,California,LA Clippers
9317,Jodie Meeks,10,2010,2019,1987-08-21,Nashville,Tennessee,University of Kentucky,41st overall,2nd round,Milwaukee Bucks,2009,PHI,22.0,193.04,94.347136,2009-10,650000.0,Philadelphia,Pennsylvania,Philadelphia 76ers
9318,Jodie Meeks,10,2010,2019,1987-08-21,Nashville,Tennessee,University of Kentucky,41st overall,2nd round,Milwaukee Bucks,2009,PHI,23.0,193.04,94.347136,2010-11,762195.0,Philadelphia,Pennsylvania,Philadelphia 76ers
9319,Jodie Meeks,10,2010,2019,1987-08-21,Nashville,Tennessee,University of Kentucky,41st overall,2nd round,Milwaukee Bucks,2009,PHI,24.0,193.04,94.347136,2011-12,854389.0,Philadelphia,Pennsylvania,Philadelphia 76ers
9320,Jodie Meeks,10,2010,2019,1987-08-21,Nashville,Tennessee,University of Kentucky,41st overall,2nd round,Milwaukee Bucks,2009,LAL,25.0,193.04,94.347136,2012-13,1400000.0,Los Angeles,California,Los Angeles Lakers
9321,Jodie Meeks,10,2010,2019,1987-08-21,Nashville,Tennessee,University of Kentucky,41st overall,2nd round,Milwaukee Bucks,2009,LAL,26.0,193.04,94.347136,2013-14,1550000.0,Los Angeles,California,Los Angeles Lakers
9322,Jodie Meeks,10,2010,2019,1987-08-21,Nashville,Tennessee,University of Kentucky,41st overall,2nd round,Milwaukee Bucks,2009,DET,27.0,193.04,95.25432,2014-15,6000000.0,Detroit,Michigan,Detroit Pistons
9323,Jodie Meeks,10,2010,2019,1987-08-21,Nashville,Tennessee,University of Kentucky,41st overall,2nd round,Milwaukee Bucks,2009,DET,28.0,193.04,95.25432,2015-16,6270000.0,Detroit,Michigan,Detroit Pistons
9324,Jodie Meeks,10,2010,2019,1987-08-21,Nashville,Tennessee,University of Kentucky,41st overall,2nd round,Milwaukee Bucks,2009,ORL,29.0,193.04,95.25432,2016-17,6540000.0,Orlando,Florida,Orlando Magic
9325,Jodie Meeks,10,2010,2019,1987-08-21,Nashville,Tennessee,University of Kentucky,41st overall,2nd round,Milwaukee Bucks,2009,WAS,30.0,193.04,95.25432,2017-18,3290000.0,Washington DC,Washington DC,Washington Wizards
9326,Jodie Meeks,10,2010,2019,1987-08-21,Nashville,Tennessee,University of Kentucky,41st overall,2nd round,Milwaukee Bucks,2009,TOR,31.0,193.04,95.25432,2018-19,3454500.0,Toronto,Canada,Toronto Raptors
12520,Joe Alexander,2,2009,2010,1986-12-26,Kaohsiung,Taiwan,West Virginia University,8th overall,1st round,Milwaukee Bucks,2008,MIL,22.0,203.2,104.32616,2008-09,2403120.0,Milwaukee,Wisconsin,Milwaukee Bucks
12521,Joe Alexander,2,2009,2010,1986-12-26,Kaohsiung,Taiwan,West Virginia University,8th overall,1st round,Milwaukee Bucks,2008,CHI,23.0,203.2,104.32616,2009-10,2583360.0,Chicago,Illinois,Chicago Bulls
2199,Joe Chealey,2,2019,2020,1995-11-01,Orlando,Florida,College of Charleston,,,,,CHA,23.0,190.5,86.18248,2018-19,77250.0,Charlotte,North Carolina,Charlotte Hornets
2200,Joe Chealey,2,2019,2020,1995-11-01,Orlando,Florida,College of Charleston,,,,,CHA,23.0,190.5,86.18248,2018-19,77250.0,Charlotte,North Carolina,Charlotte Hornets
2201,Joe Chealey,2,2019,2020,1995-11-01,Orlando,Florida,College of Charleston,,,,,CHA,24.0,193.04,86.18248,2019-20,,Charlotte,North Carolina,Charlotte Hornets
2202,Joe Chealey,2,2019,2020,1995-11-01,Orlando,Florida,College of Charleston,,,,,CHA,24.0,193.04,86.18248,2019-20,,Charlotte,North Carolina,Charlotte Hornets
5111,Joe Crawford,1,2009,2009,1986-06-17,Detroit,Michigan,University of Kentucky,58th overall,2nd round,Los Angeles Lakers,2008,NYK,23.0,195.58,95.25432,2008-09,,New York,New York,New York Knicks
6224,Joe Crispin,1,2002,2002,1979-07-18,Pitman,New Jersey,Pennsylvania State University,,,,,PHX,22.0,182.88,83.91452,2001-02,48705.0,Phoenix,Arizona,Phoenix Suns
10406,Joe Harris,8,2015,2022,1991-09-06,Chelan,Washington,University of Virginia,33rd overall,2nd round,Cleveland Cavaliers,2014,CLE,23.0,198.12,102.0582,2014-15,884879.0,Cleveland,Ohio,Cleveland Cavaliers
10407,Joe Harris,8,2015,2022,1991-09-06,Chelan,Washington,University of Virginia,33rd overall,2nd round,Cleveland Cavaliers,2014,CLE,24.0,198.12,99.336648,2015-16,845059.0,Cleveland,Ohio,Cleveland Cavaliers
10408,Joe Harris,8,2015,2022,1991-09-06,Chelan,Washington,University of Virginia,33rd overall,2nd round,Cleveland Cavaliers,2014,BKN,25.0,198.12,99.336648,2016-17,980431.0,Brooklyn,New York,Brooklyn Nets
10409,Joe Harris,8,2015,2022,1991-09-06,Chelan,Washington,University of Virginia,33rd overall,2nd round,Cleveland Cavaliers,2014,BKN,26.0,198.12,99.336648,2017-18,1524305.0,Brooklyn,New York,Brooklyn Nets
10410,Joe Harris,8,2015,2022,1991-09-06,Chelan,Washington,University of Virginia,33rd overall,2nd round,Cleveland Cavaliers,2014,BKN,27.0,198.12,98.883056,2018-19,8333333.0,Brooklyn,New York,Brooklyn Nets
10411,Joe Harris,8,2015,2022,1991-09-06,Chelan,Washington,University of Virginia,33rd overall,2nd round,Cleveland Cavaliers,2014,BKN,28.0,198.12,99.79024,2019-20,7666667.0,Brooklyn,New York,Brooklyn Nets
10879,Joe Ingles,8,2015,2022,1987-10-02,Adelaide,Australia,,,,,,UTA,27.0,203.2,97.975872,2014-15,507336.0,Salt Lake City,Utah,Utah Jazz
10880,Joe Ingles,8,2015,2022,1987-10-02,Adelaide,Australia,,,,,,UTA,28.0,203.2,102.511792,2015-16,2100000.0,Salt Lake City,Utah,Utah Jazz
10881,Joe Ingles,8,2015,2022,1987-10-02,Adelaide,Australia,,,,,,UTA,29.0,203.2,102.511792,2016-17,2100000.0,Salt Lake City,Utah,Utah Jazz
10882,Joe Ingles,8,2015,2022,1987-10-02,Adelaide,Australia,,,,,,UTA,30.0,203.2,102.511792,2017-18,13636364.0,Salt Lake City,Utah,Utah Jazz
10883,Joe Ingles,8,2015,2022,1987-10-02,Adelaide,Australia,,,,,,UTA,31.0,203.2,102.511792,2018-19,12545455.0,Salt Lake City,Utah,Utah Jazz
10884,Joe Ingles,8,2015,2022,1987-10-02,Adelaide,Australia,,,,,,UTA,32.0,200.66,99.79024,2019-20,11954546.0,Salt Lake City,Utah,Utah Jazz
322,Joe Johnson,18,2002,2022,1981-06-29,Little Rock,Arkansas,University of Arkansas,10th overall,1st round,Boston Celtics,2001,PHX,21.0,200.66,102.0582,2001-02,1608840.0,Phoenix,Arizona,Phoenix Suns
323,Joe Johnson,18,2002,2022,1981-06-29,Little Rock,Arkansas,University of Arkansas,10th overall,1st round,Boston Celtics,2001,PHX,22.0,200.66,106.59412,2002-03,1729560.0,Phoenix,Arizona,Phoenix Suns
324,Joe Johnson,18,2002,2022,1981-06-29,Little Rock,Arkansas,University of Arkansas,10th overall,1st round,Boston Celtics,2001,PHX,23.0,200.66,106.59412,2003-04,1850160.0,Phoenix,Arizona,Phoenix Suns
325,Joe Johnson,18,2002,2022,1981-06-29,Little Rock,Arkansas,University of Arkansas,10th overall,1st round,Boston Celtics,2001,PHX,24.0,200.66,104.32616,2004-05,2358954.0,Phoenix,Arizona,Phoenix Suns
326,Joe Johnson,18,2002,2022,1981-06-29,Little Rock,Arkansas,University of Arkansas,10th overall,1st round,Boston Celtics,2001,ATL,25.0,200.66,104.32616,2005-06,12000000.0,Atlanta,Georgia,Atlanta Hawks
327,Joe Johnson,18,2002,2022,1981-06-29,Little Rock,Arkansas,University of Arkansas,10th overall,1st round,Boston Celtics,2001,ATL,26.0,200.66,106.59412,2006-07,12744189.0,Atlanta,Georgia,Atlanta Hawks
328,Joe Johnson,18,2002,2022,1981-06-29,Little Rock,Arkansas,University of Arkansas,10th overall,1st round,Boston Celtics,2001,ATL,27.0,200.66,106.59412,2007-08,13488377.0,Atlanta,Georgia,Atlanta Hawks
329,Joe Johnson,18,2002,2022,1981-06-29,Little Rock,Arkansas,University of Arkansas,10th overall,1st round,Boston Celtics,2001,ATL,28.0,200.66,108.86208,2008-09,14232567.0,Atlanta,Georgia,Atlanta Hawks
330,Joe Johnson,18,2002,2022,1981-06-29,Little Rock,Arkansas,University of Arkansas,10th overall,1st round,Boston Celtics,2001,ATL,29.0,200.66,108.86208,2009-10,14976754.0,Atlanta,Georgia,Atlanta Hawks
331,Joe Johnson,18,2002,2022,1981-06-29,Little Rock,Arkansas,University of Arkansas,10th overall,1st round,Boston Celtics,2001,ATL,30.0,200.66,108.86208,2010-11,16324500.0,Atlanta,Georgia,Atlanta Hawks
332,Joe Johnson,18,2002,2022,1981-06-29,Little Rock,Arkansas,University of Arkansas,10th overall,1st round,Boston Celtics,2001,ATL,31.0,200.66,108.86208,2011-12,18038573.0,Atlanta,Georgia,Atlanta Hawks
333,Joe Johnson,18,2002,2022,1981-06-29,Little Rock,Arkansas,University of Arkansas,10th overall,1st round,Boston Celtics,2001,BKN,32.0,200.66,108.86208,2012-13,19752645.0,Brooklyn,New York,Brooklyn Nets
334,Joe Johnson,18,2002,2022,1981-06-29,Little Rock,Arkansas,University of Arkansas,10th overall,1st round,Boston Celtics,2001,BKN,33.0,200.66,108.86208,2013-14,21466718.0,Brooklyn,New York,Brooklyn Nets
335,Joe Johnson,18,2002,2022,1981-06-29,Little Rock,Arkansas,University of Arkansas,10th overall,1st round,Boston Celtics,2001,BKN,34.0,200.66,108.86208,2014-15,23180790.0,Brooklyn,New York,Brooklyn Nets
336,Joe Johnson,18,2002,2022,1981-06-29,Little Rock,Arkansas,University of Arkansas,10th overall,1st round,Boston Celtics,2001,MIA,35.0,200.66,108.86208,2015-16,22309344.0,Miami,Florida,Miami Heat
337,Joe Johnson,18,2002,2022,1981-06-29,Little Rock,Arkansas,University of Arkansas,10th overall,1st round,Boston Celtics,2001,UTA,36.0,200.66,108.86208,2016-17,11000000.0,Salt Lake City,Utah,Utah Jazz
338,Joe Johnson,18,2002,2022,1981-06-29,Little Rock,Arkansas,University of Arkansas,10th overall,1st round,Boston Celtics,2001,HOU,37.0,200.66,108.86208,2017-18,10254904.0,Houston,Texas,Houston Rockets
10054,Joe Young,3,2016,2018,1992-06-27,Houston,Texas,"University of Houston, University of Oregon",43rd overall,2nd round,Indiana Pacers,2015,IND,24.0,187.96,81.64656,2015-16,,Indianapolis,Indiana,Indiana Pacers
10055,Joe Young,3,2016,2018,1992-06-27,Houston,Texas,"University of Houston, University of Oregon",43rd overall,2nd round,Indiana Pacers,2015,IND,25.0,187.96,81.64656,2016-17,,Indianapolis,Indiana,Indiana Pacers
10056,Joe Young,3,2016,2018,1992-06-27,Houston,Texas,"University of Houston, University of Oregon",43rd overall,2nd round,Indiana Pacers,2015,IND,26.0,187.96,83.91452,2017-18,,Indianapolis,Indiana,Indiana Pacers
11120,Joel Anthony,10,2008,2017,1982-08-09,Montreal,Canada,"University of Nevada, Las Vegas",,,,,MIA,25.0,205.74,111.13004,2007-08,427163.0,Miami,Florida,Miami Heat
11121,Joel Anthony,10,2008,2017,1982-08-09,Montreal,Canada,"University of Nevada, Las Vegas",,,,,MIA,26.0,205.74,111.13004,2008-09,711517.0,Miami,Florida,Miami Heat
11122,Joel Anthony,10,2008,2017,1982-08-09,Montreal,Canada,"University of Nevada, Las Vegas",,,,,MIA,27.0,205.74,111.13004,2009-10,825497.0,Miami,Florida,Miami Heat
11123,Joel Anthony,10,2008,2017,1982-08-09,Montreal,Canada,"University of Nevada, Las Vegas",,,,,MIA,28.0,205.74,111.13004,2010-11,3300000.0,Miami,Florida,Miami Heat
11124,Joel Anthony,10,2008,2017,1982-08-09,Montreal,Canada,"University of Nevada, Las Vegas",,,,,MIA,29.0,205.74,111.13004,2011-12,3600000.0,Miami,Florida,Miami Heat
11125,Joel Anthony,10,2008,2017,1982-08-09,Montreal,Canada,"University of Nevada, Las Vegas",,,,,MIA,30.0,205.74,111.13004,2012-13,3750000.0,Miami,Florida,Miami Heat
11126,Joel Anthony,10,2008,2017,1982-08-09,Montreal,Canada,"University of Nevada, Las Vegas",,,,,BOS,31.0,205.74,111.13004,2013-14,3800000.0,Boston,Massachusetts,Boston Celtics
11127,Joel Anthony,10,2008,2017,1982-08-09,Montreal,Canada,"University of Nevada, Las Vegas",,,,,DET,32.0,205.74,111.13004,2014-15,3800000.0,Detroit,Michigan,Detroit Pistons
11128,Joel Anthony,10,2008,2017,1982-08-09,Montreal,Canada,"University of Nevada, Las Vegas",,,,,DET,33.0,205.74,111.13004,2015-16,2500000.0,Detroit,Michigan,Detroit Pistons
11129,Joel Anthony,10,2008,2017,1982-08-09,Montreal,Canada,"University of Nevada, Las Vegas",,,,,SAS,34.0,205.74,111.13004,2016-17,663810.0,San Antonio,Texas,San Antonio Spurs
12613,Joel Bolomboy,2,2017,2018,1994-01-28,Kiev,Ukraine,Weber State University,52nd overall,2nd round,Utah Jazz,2016,UTA,23.0,205.74,106.59412,2016-17,600000.0,Salt Lake City,Utah,Utah Jazz
12614,Joel Bolomboy,2,2017,2018,1994-01-28,Kiev,Ukraine,Weber State University,52nd overall,2nd round,Utah Jazz,2016,UTA,24.0,205.74,106.59412,2017-18,708200.0,Salt Lake City,Utah,Utah Jazz
11098,Joel Embiid,6,2017,2022,1994-03-16,Yaounde,Cameroon,University of Kansas,3rd overall,1st round,Philadelphia 76ers,2014,PHI,23.0,213.36,113.398,2016-17,4826160.0,Philadelphia,Pennsylvania,Philadelphia 76ers
11099,Joel Embiid,6,2017,2022,1994-03-16,Yaounde,Cameroon,University of Kansas,3rd overall,1st round,Philadelphia 76ers,2014,PHI,24.0,213.36,113.398,2017-18,6100266.0,Philadelphia,Pennsylvania,Philadelphia 76ers
11100,Joel Embiid,6,2017,2022,1994-03-16,Yaounde,Cameroon,University of Kansas,3rd overall,1st round,Philadelphia 76ers,2014,PHI,25.0,213.36,113.398,2018-19,25467250.0,Philadelphia,Pennsylvania,Philadelphia 76ers
11101,Joel Embiid,6,2017,2022,1994-03-16,Yaounde,Cameroon,University of Kansas,3rd overall,1st round,Philadelphia 76ers,2014,PHI,26.0,213.36,127.00576,2019-20,27504630.0,Philadelphia,Pennsylvania,Philadelphia 76ers
12661,Joel Freeland,3,2013,2015,1987-02-07,Farnham,United Kingdom,,30th overall,1st round,Portland Trail Blazers,2006,POR,26.0,208.28,102.0582,2012-13,2900000.0,Portland,Oregon,Portland Trail Blazers
12662,Joel Freeland,3,2013,2015,1987-02-07,Farnham,United Kingdom,,30th overall,1st round,Portland Trail Blazers,2006,POR,27.0,208.28,102.0582,2013-14,3000000.0,Portland,Oregon,Portland Trail Blazers
12663,Joel Freeland,3,2013,2015,1987-02-07,Farnham,United Kingdom,,30th overall,1st round,Portland Trail Blazers,2006,POR,28.0,208.28,102.0582,2014-15,3100000.0,Portland,Oregon,Portland Trail Blazers
5559,Joel Przybilla,13,2001,2013,1979-10-10,Monticello,Minnesota,University of Minnesota,9th overall,1st round,Houston Rockets,2000,MIL,21.0,215.9,115.66596,2000-01,1619880.0,Milwaukee,Wisconsin,Milwaukee Bucks
5560,Joel Przybilla,13,2001,2013,1979-10-10,Monticello,Minnesota,University of Minnesota,9th overall,1st round,Houston Rockets,2000,MIL,22.0,215.9,115.66596,2001-02,1741440.0,Milwaukee,Wisconsin,Milwaukee Bucks
5561,Joel Przybilla,13,2001,2013,1979-10-10,Monticello,Minnesota,University of Minnesota,9th overall,1st round,Houston Rockets,2000,MIL,23.0,215.9,115.66596,2002-03,1862880.0,Milwaukee,Wisconsin,Milwaukee Bucks
5562,Joel Przybilla,13,2001,2013,1979-10-10,Monticello,Minnesota,University of Minnesota,9th overall,1st round,Houston Rockets,2000,ATL,24.0,215.9,115.66596,2003-04,2373309.0,Atlanta,Georgia,Atlanta Hawks
5563,Joel Przybilla,13,2001,2013,1979-10-10,Monticello,Minnesota,University of Minnesota,9th overall,1st round,Houston Rockets,2000,POR,25.0,215.9,115.66596,2004-05,1500000.0,Portland,Oregon,Portland Trail Blazers
5564,Joel Przybilla,13,2001,2013,1979-10-10,Monticello,Minnesota,University of Minnesota,9th overall,1st round,Houston Rockets,2000,POR,26.0,215.9,115.66596,2005-06,1560000.0,Portland,Oregon,Portland Trail Blazers
5565,Joel Przybilla,13,2001,2013,1979-10-10,Monticello,Minnesota,University of Minnesota,9th overall,1st round,Houston Rockets,2000,POR,27.0,215.9,115.66596,2006-07,5215000.0,Portland,Oregon,Portland Trail Blazers
5566,Joel Przybilla,13,2001,2013,1979-10-10,Monticello,Minnesota,University of Minnesota,9th overall,1st round,Houston Rockets,2000,POR,28.0,215.9,115.66596,2007-08,5762575.0,Portland,Oregon,Portland Trail Blazers
5567,Joel Przybilla,13,2001,2013,1979-10-10,Monticello,Minnesota,University of Minnesota,9th overall,1st round,Houston Rockets,2000,POR,29.0,215.9,111.13004,2008-09,6310150.0,Portland,Oregon,Portland Trail Blazers
5568,Joel Przybilla,13,2001,2013,1979-10-10,Monticello,Minnesota,University of Minnesota,9th overall,1st round,Houston Rockets,2000,POR,30.0,215.9,111.13004,2009-10,6857725.0,Portland,Oregon,Portland Trail Blazers
5569,Joel Przybilla,13,2001,2013,1979-10-10,Monticello,Minnesota,University of Minnesota,9th overall,1st round,Houston Rockets,2000,CHA,31.0,215.9,111.13004,2010-11,7405300.0,Charlotte,North Carolina,Charlotte Hornets
5570,Joel Przybilla,13,2001,2013,1979-10-10,Monticello,Minnesota,University of Minnesota,9th overall,1st round,Houston Rockets,2000,CHA,31.0,215.9,111.13004,2010-11,7405300.0,Charlotte,North Carolina,Charlotte Hornets
5571,Joel Przybilla,13,2001,2013,1979-10-10,Monticello,Minnesota,University of Minnesota,9th overall,1st round,Houston Rockets,2000,POR,32.0,215.9,111.13004,2011-12,1145027.0,Portland,Oregon,Portland Trail Blazers
5572,Joel Przybilla,13,2001,2013,1979-10-10,Monticello,Minnesota,University of Minnesota,9th overall,1st round,Houston Rockets,2000,MIL,33.0,215.9,111.13004,2012-13,1352181.0,Milwaukee,Wisconsin,Milwaukee Bucks
4761,Joey Dorsey,4,2009,2015,1983-12-16,Baltimore,Maryland,University of Memphis,33rd overall,2nd round,Portland Trail Blazers,2008,HOU,25.0,203.2,121.562656,2008-09,816500.0,Houston,Texas,Houston Rockets
4762,Joey Dorsey,4,2009,2015,1983-12-16,Baltimore,Maryland,University of Memphis,33rd overall,2nd round,Portland Trail Blazers,2008,SAC,26.0,203.2,121.562656,2009-10,881000.0,Sacramento,California,Sacramento Kings
4763,Joey Dorsey,4,2009,2015,1983-12-16,Baltimore,Maryland,University of Memphis,33rd overall,2nd round,Portland Trail Blazers,2008,TOR,27.0,203.2,121.562656,2010-11,854389.0,Toronto,Canada,Toronto Raptors
4764,Joey Dorsey,4,2009,2015,1983-12-16,Baltimore,Maryland,University of Memphis,33rd overall,2nd round,Portland Trail Blazers,2008,HOU,31.0,205.74,124.7378,2014-15,948163.0,Houston,Texas,Houston Rockets
1901,Joey Graham,6,2006,2011,1982-06-11,Wilmington,Delaware,"University of Central Florida, Oklahoma State University",16th overall,1st round,Toronto Raptors,2005,TOR,24.0,200.66,102.0582,2005-06,1388400.0,Toronto,Canada,Toronto Raptors
1902,Joey Graham,6,2006,2011,1982-06-11,Wilmington,Delaware,"University of Central Florida, Oklahoma State University",16th overall,1st round,Toronto Raptors,2005,TOR,25.0,200.66,102.0582,2006-07,1492440.0,Toronto,Canada,Toronto Raptors
1903,Joey Graham,6,2006,2011,1982-06-11,Wilmington,Delaware,"University of Central Florida, Oklahoma State University",16th overall,1st round,Toronto Raptors,2005,TOR,26.0,200.66,102.0582,2007-08,1596600.0,Toronto,Canada,Toronto Raptors
1904,Joey Graham,6,2006,2011,1982-06-11,Wilmington,Delaware,"University of Central Florida, Oklahoma State University",16th overall,1st round,Toronto Raptors,2005,TOR,27.0,200.66,102.0582,2008-09,2449184.0,Toronto,Canada,Toronto Raptors
1905,Joey Graham,6,2006,2011,1982-06-11,Wilmington,Delaware,"University of Central Florida, Oklahoma State University",16th overall,1st round,Toronto Raptors,2005,DEN,28.0,200.66,102.0582,2009-10,884881.0,Denver,Colorado,Denver Nuggets
1906,Joey Graham,6,2006,2011,1982-06-11,Wilmington,Delaware,"University of Central Florida, Oklahoma State University",16th overall,1st round,Toronto Raptors,2005,CLE,29.0,200.66,104.32616,2010-11,992680.0,Cleveland,Ohio,Cleveland Cavaliers
11508,Joffrey Lauvergne,4,2015,2018,1991-09-30,Mulhouse,France,,55th overall,2nd round,Memphis Grizzlies,2013,DEN,23.0,210.82,99.79024,2014-15,1790281.0,Denver,Colorado,Denver Nuggets
11509,Joffrey Lauvergne,4,2015,2018,1991-09-30,Mulhouse,France,,55th overall,2nd round,Memphis Grizzlies,2013,DEN,24.0,210.82,99.79024,2015-16,1709719.0,Denver,Colorado,Denver Nuggets
11510,Joffrey Lauvergne,4,2015,2018,1991-09-30,Mulhouse,France,,55th overall,2nd round,Memphis Grizzlies,2013,CHI,25.0,210.82,99.79024,2016-17,1709719.0,Chicago,Illinois,Chicago Bulls
11511,Joffrey Lauvergne,4,2015,2018,1991-09-30,Mulhouse,France,,55th overall,2nd round,Memphis Grizzlies,2013,SAS,26.0,210.82,117.93392,2017-18,1524305.0,San Antonio,Texas,San Antonio Spurs
11539,Johan Petro,8,2006,2013,1986-01-27,Paris,France,,25th overall,1st round,Seattle SuperSonics,2005,SEA,20.0,213.36,112.037224,2005-06,936600.0,Oklahoma City,Oklahoma,Oklahoma City Thunder
11540,Johan Petro,8,2006,2013,1986-01-27,Paris,France,,25th overall,1st round,Seattle SuperSonics,2005,SEA,21.0,213.36,112.037224,2006-07,1006800.0,Oklahoma City,Oklahoma,Oklahoma City Thunder
11541,Johan Petro,8,2006,2013,1986-01-27,Paris,France,,25th overall,1st round,Seattle SuperSonics,2005,SEA,22.0,213.36,112.037224,2007-08,1077120.0,Oklahoma City,Oklahoma,Oklahoma City Thunder
11542,Johan Petro,8,2006,2013,1986-01-27,Paris,France,,25th overall,1st round,Seattle SuperSonics,2005,DEN,23.0,213.36,112.037224,2008-09,1939893.0,Denver,Colorado,Denver Nuggets
