,Player Name,Seasons in NBA,First Season Played,Last Season Played,Birthdate,Birth City,Birth State or Country,College Name,Draft Number Picked,Draft Round,Draft Team,Draft Year
2207,Gary Bergen,1,1957,1957,1932-07-16,Independence,Missouri,University of Utah,,1956 NBA Draf,New York Knicks,
2208,Anthony Bonner,6,1991,1996,1968-06-08,St. Louis,Missouri,Saint Louis University,23rd overall,1st round,Sacramento Kings,1990
2209,Bill Bradley,10,1968,1977,1943-07-28,Crystal City,Missouri,Princeton University,,1965 NBA Draft,New York Knicks,
2210,Alec Burks,11,2012,2022,1991-07-20,Grandview,Missouri,University of Colorado,12th overall,1st round,Utah Jazz,2011
2211,Chris Carr,6,1996,2001,1974-03-12,Ironton,Missouri,Southern Illinois University,56th overall,2nd round,Phoenix Suns,1995
2212,Jay Carty,1,1969,1969,1941-07-04,West Plains,Missouri,Oregon State University,46th overall,6th round,St. Louis Hawks,1962
2213,Tyler Cook,3,2020,2022,1997-09-23,St. Louis,Missouri,,,,,
2214,Don Dee,1,1969,1969,1943-08-09,Boonville,Missouri,Saint Mary of the Plains College,25th overall,3rd round,Detroit Pistons,1968
2215,Bob Ferry,10,1960,1969,1937-05-31,St. Louis,Missouri,Saint Louis University,,1959 NBA Draft,St. Louis Hawks,
2216,Jerry Fowler,1,1952,1952,1927-06-20,Boonville,Missouri,University of Missouri,,,,
2217,Hiram Fuller,1,2004,2004,1981-05-15,East St. Louis,Missouri,"California State University, Fresno",,,,
2218,Bill Garnett,4,1983,1986,1960-04-22,Kansas City,Missouri,University of Wyoming,4th overall,1st round,Dallas Mavericks,1982
2219,Ben Hansbrough,1,2013,2013,1987-12-23,Poplar Bluff,Missouri,"Mississippi State University, University of Notre Dame",,,,
2220,Tyler Hansbrough,7,2010,2016,1985-11-03,Poplar Bluff,Missouri,University of North Carolina,13th overall,1st round,Indiana Pacers,2009
2221,Josh Harrellson,3,2012,2014,1989-02-12,St. Charles,Missouri,University of Kentucky,45th overall,2nd round,New Orleans Hornets,2011
2222,Steve Harris,5,1986,1990,1963-10-15,Kansas City,Missouri,University of Tulsa,19th overall,1st round,Houston Rockets,1985
2223,Shaquille Harrison,5,2018,2022,1993-10-06,Kansas City,Missouri,University of Tulsa,,,,
2224,Malcolm Hill,1,2022,2022,1995-10-26,St. Louis,Missouri,,,,,
2225,Derek Hood,1,2000,2000,1976-12-22,Kansas City,Missouri,University of Arkansas,,,,
2226,Larry Hughes,13,1999,2012,1979-01-23,St. Louis,Missouri,Saint Louis University,8th overall,1st round,Philadelphia 76ers,1998
2227,Robin Jones,2,1977,1978,1954-02-02,St. Louis,Missouri,Saint Louis University,,,,
2228,Jim Krebs,7,1958,1964,1935-09-08,Webster Groves,Missouri,Southern Methodist University,3rd overall,1st round,Minneapolis Lakers,1957
2229,David Lee,12,2006,2017,1983-04-29,St. Louis,Missouri,University of Florida,30th overall,1st round,New York Knicks,2005
2230,Saben Lee,2,2021,2022,1999-06-23,St. Louis,Missouri,,,,,
2231,Leary Lentz,2,1968,1969,1945-02-23,Clarkton,Missouri,University of Houston,,,,
2232,Tyronn Lue,11,1999,2009,1977-05-03,Mexico,Missouri,University of Nebraska,23rd overall,1st round,Denver Nuggets,1998
2233,Ed Macauley,10,1950,1959,1928-03-22,St. Louis,Missouri,Saint Louis University,,1949 BAA Draft,St. Louis Bombers,
2234,Cuonzo Martin,2,1996,1997,1971-09-23,St. Louis,Missouri,Purdue University,57th overall,2nd round,Atlanta Hawks,1995
2235,Don Martin,3,1947,1949,1920-02-07,Poplar Bluff,Missouri,Central Missouri State University,,,,
2236,Patrick McCaw,5,2017,2021,1995-10-25,St. Louis,Missouri,"University of Nevada, Las Vegas",38th overall,2nd round,Milwaukee Bucks,2016
2237,Ben McLemore,9,2014,2022,1993-02-11,St. Louis,Missouri,University of Kansas,7th overall,1st round,Sacramento Kings,2013
2238,Jay Miller,4,1968,1971,1943-07-19,St. Louis,Missouri,University of Notre Dame,,,,
2239,Gene Moore,7,1969,1975,1945-07-29,St. Louis,Missouri,Saint Louis University,22nd overall,2nd round,Milwaukee Bucks,1968
2240,Juwan Morgan,3,2020,2022,1997-04-17,Waynesville,Missouri,,,,,
2241,Ivano Newbill,3,1995,1998,1970-12-12,Sedalia,Missouri,Georgia Institute of Technology,,,,
2242,Rich Niemann,4,1969,1972,1946-07-02,St. Louis,Missouri,Saint Louis University,42nd overall,4th round,Detroit Pistons,1968
2243,Bevo Nordmann,4,1962,1965,1939-12-11,St. Louis,Missouri,Saint Louis University,25th overall,3rd round,Cincinnati Royals,1961
2244,Barry Orms,2,1969,1970,1946-05-01,St. Louis,Missouri,Saint Louis University,96th overall,8th round,Baltimore Bullets,1968
2245,Anthony Peeler,13,1993,2005,1969-11-25,Kansas City,Missouri,University of Missouri,15th overall,1st round,Los Angeles Lakers,1992
2246,Jontay Porter,1,2021,2021,1999-11-15,Columbia,Missouri,,,,,
2247,Michael Porter Jr,3,2020,2022,1998-06-29,Columbia,Missouri,,,,,
2248,Otto Porter Jr,9,2014,2022,1993-06-03,St. Louis,Missouri,,,,,
2249,Willie Reed,3,2016,2018,1990-05-16,Kansas City,Missouri,Saint Louis University,,,,
2250,Gene Rhodes,1,1953,1953,1927-09-02,St. Louis,Missouri,Western Kentucky University,,1952 NBA Draf,Indianapolis Olympians,
2251,Jeremiah Robinson-Earl,1,2022,2022,2000-11-03,Kansas City,Missouri,,,,,
2252,Marshall Rogers,1,1977,1977,1953-08-27,St. Louis,Missouri,University of Texas-Pan American,34th overall,2nd round,Golden State Warriors,1976
2253,Kenny Rollins,3,1949,1953,1923-09-14,Charlestown,Missouri,University of Kentucky,,1948 BAA Draf,Fort Wayne Pistons,
2254,Dick Rosenthal,2,1955,1957,1930-01-20,St. Louis,Missouri,University of Notre Dame,4th overall,1st round,Fort Wayne Pistons,1954
2255,Giff Roux,3,1947,1949,1923-06-28,Bonne Terre,Missouri,University of Kansas,,,,
2256,Brandon Rush,9,2009,2017,1985-07-07,Kansas City,Missouri,University of Kansas,13th overall,1st round,Portland Trail Blazers,2008
2257,Kareem Rush,7,2003,2010,1980-10-30,Kansas City,Missouri,University of Missouri,20th overall,1st round,Toronto Raptors,2002
2258,Marv Schatzman,1,1950,1950,1927-02-18,St. Louis,Missouri,Saint Louis University,,1949 BAA Draf,St. Louis Bombers,
2259,Lester Selvage,2,1968,1970,1943-03-07,St. Louis,Missouri,Truman State University,,,,
2260,Landry Shamet,4,2019,2022,1997-03-13,Kansas City,Missouri,Wichita State University,26th overall,1st round,Philadelphia 76ers,2018
2261,Scott Sims,1,1978,1978,1955-04-18,Kirksville,Missouri,University of Missouri,103rd overall,5th round,San Antonio Spurs,1977
2262,Xavier Sneed,1,2022,2022,1997-12-21,St. Louis,Missouri,,,,,
2263,Norm Stewart,1,1957,1957,1935-01-20,Leonard,Missouri,University of Missouri,,1956 NBA Draf,St. Louis Hawks,
2264,Steve Stipanovich,5,1984,1988,1960-11-17,St. Louis,Missouri,University of Missouri,2nd overall,1st round,Indiana Pacers,1983
2265,Jayson Tatum,5,2018,2022,1998-03-03,St. Louis,Missouri,Duke University,3rd overall,1st round,Boston Celtics,2017
2266,David Thirdkill,5,1983,1987,1960-04-12,St. Louis,Missouri,Bradley University,15th overall,1st round,Phoenix Suns,1982
2267,Malcolm Thomas,4,2012,2015,1988-11-08,Columbia,Missouri,"Pepperdine University, San Diego State University",,,,
2268,Anthony Tolliver,13,2009,2021,1985-06-01,Springfield,Missouri,Creighton University,,,,
2269,Dean Tolson,3,1975,1978,1951-11-25,Kansas City,Missouri,University of Arkansas,80th overall,5th round,Seattle SuperSonics,1974
2270,Ish Wainright,1,2022,2022,1994-09-12,Kansas City,Missouri,,,,,
2271,Jahidi White,7,1999,2005,1976-02-19,St. Louis,Missouri,Georgetown University,43rd overall,2nd round,Washington Wizards,1998
2272,Jo Jo White,12,1970,1981,1946-11-16,St. Louis,Missouri,University of Kansas,9th overall,1st round,Boston Celtics,1969
2273,Win Wilfong,4,1958,1961,1933-03-18,Puxico,Missouri,University of Memphis,4th overall,1st round,St. Louis Hawks,1957
2274,Lee Winfield,7,1970,1976,1947-02-04,St. Louis,Missouri,University of North Texas,32nd overall,3rd round,Seattle SuperSonics,1969
2275,Loren Woods,6,2002,2008,1978-06-21,St. Louis,Missouri,"Wake Forest University, University of Arizona",46th overall,2nd round,Minnesota Timberwolves,2001
2276,Jack Cotton,1,1950,1950,1924-10-25,Miles City,Montana,University of Wyoming,,,,
2277,Jim Creighton,1,1976,1976,1950-04-18,Billings,Montana,University of Colorado,40th overall,3rd round,Seattle SuperSonics,1972
2278,Brad Holland,3,1980,1982,1956-12-06,Billings,Montana,"University of California, Los Angeles",14th overall,1st round,Los Angeles Lakers,1979
2279,Phil Jackson,12,1968,1980,1945-09-17,Deer Lodge,Montana,University of North Dakota,17th overall,2nd round,New York Knicks,1967
2280,Ed Kalafat,3,1955,1957,1932-10-13,nan,Montana,University of Minnesota,9th overall,1st round,Minneapolis Lakers,1954
2281,Coby Karl,2,2008,2010,1983-03-06,Great Falls,Montana,Boise State University,,,,
2282,Larry Krystkowiak,9,1987,1997,1964-09-23,Missoula,Montana,University of Montana,28th overall,2nd round,Chicago Bulls,1986
2283,Ray Kuka,2,1948,1949,1922-02-17,Havre,Montana,University of Notre Dame,,,,
2284,Mike Lewis,6,1969,1974,1946-03-18,Missoula,Montana,Duke University,88th overall,7th round,Boston Celtics,1968
2285,Adam Morrison,3,2007,2010,1984-07-19,Glendive,Montana,Gonzaga University,3rd overall,1st round,Charlotte Bobcats,2006
2286,Keith Tower,4,1994,1997,1970-05-15,Libby,Montana,University of Notre Dame,,,,
2287,Bob Boozer,11,1961,1971,1937-04-26,Omaha,Nebraska,Kansas State University,1st overall,1st round,Cincinnati Royals,1959
2288,Leon Brown,1,1947,1947,1919-10-12,Hastings,Nebraska,University of Wyoming,,,,
2289,Chuck Gardner,1,1968,1968,1944-09-30,Lincoln,Nebraska,University of Colorado,80th overall,9th round,Baltimore Bullets,1966
2290,Mike Higgins,2,1990,1991,1967-02-17,Grand Island,Nebraska,University of Northern Colorado,,,,
2291,Fred Hoiberg,10,1996,2005,1972-10-15,Lincoln,Nebraska,Iowa State University,52nd overall,2nd round,Indiana Pacers,1995
2292,Dave Hoppen,6,1988,1993,1964-03-13,Omaha,Nebraska,University of Nebraska,65th overall,3rd round,Atlanta Hawks,1986
2293,Rich King,4,1992,1995,1969-04-04,Lincoln,Nebraska,University of Nebraska,14th overall,1st round,Seattle SuperSonics,1991
2294,Bart Kofoed,5,1988,1993,1964-03-24,Omaha,Nebraska,"Hastings College, University of Nebraska at Kearney",107th overall,5th round,Utah Jazz,1987
2295,Tom Kropp,2,1976,1977,1953-02-12,Grand Island,Nebraska,University of Nebraska at Kearney,48th overall,3rd round,Washington Bullets,1975
2296,Justin Patton,4,2018,2021,1997-06-14,Omaha,Nebraska,Creighton University,16th overall,1st round,Chicago Bulls,2017
2297,Mark Pope,6,1998,2005,1972-09-11,Omaha,Nebraska,"University of Washington, University of Kentucky",52nd overall,2nd round,Indiana Pacers,1996
2298,Kenny Sailors,5,1947,1951,1921-01-14,Bushnell,Nebraska,University of Wyoming,,,,
2299,Alex Stivrins,2,1986,1993,1962-11-29,Lincoln,Nebraska,"Creighton University, University of Colorado",75th overall,4th round,Seattle SuperSonics,1985
2300,Khyri Thomas,3,2019,2021,1996-05-08,Omaha,Nebraska,Creighton University,38th overall,2nd round,Philadelphia 76ers,2018
2301,JT Thor,1,2022,2022,2002-08-26,Omaha,Nebraska,,,,,
2302,Rex Walters,7,1994,2000,1970-03-12,Omaha,Nebraska,"Northwestern University, University of Kansas",16th overall,1st round,New Jersey Nets,1993
2303,Greg Anthony,11,1992,2002,1967-11-15,Las Vegas,Nevada,"University of Portland, University of Nevada, Las Vegas",12th overall,1st round,New York Knicks,1991
2304,Marcus Banks,8,2004,2011,1981-11-19,Las Vegas,Nevada,"University of Nevada, Las Vegas",13th overall,1st round,Memphis Grizzlies,2003
2305,Tyler Bey,1,2021,2021,1998-02-10,Las Vegas,Nevada,,,,,
2306,Troy Brown Jr,4,2019,2022,1999-07-28,Las Vegas,Nevada,University of Oregon,15th overall,1st round,Washington Wizards,2018
2307,Zach Collins,4,2018,2022,1997-11-19,Las Vegas,Nevada,Gonzaga University,10th overall,1st round,Sacramento Kings,2017
2308,Ricky Davis,12,1999,2010,1979-09-23,Las Vegas,Nevada,University of Iowa,21st overall,1st round,Charlotte Hornets,1998
2309,Carrick Felix,1,2014,2014,1990-08-17,Las Vegas,Nevada,Arizona State University,33rd overall,2nd round,Cleveland Cavaliers,2013
2310,Pat Garrity,10,1999,2008,1976-08-23,Las Vegas,Nevada,University of Notre Dame,19th overall,1st round,Milwaukee Bucks,1998
2311,Darington Hobson,1,2012,2012,1987-09-29,Las Vegas,Nevada,University of New Mexico,37th overall,2nd round,Milwaukee Bucks,2010
2312,Pierre Jackson,1,2017,2017,1991-08-29,Las Vegas,Nevada,Baylor University,42nd overall,2nd round,Philadelphia 76ers,2013
2313,Willie Smith,4,1977,1980,1953-10-26,Las Vegas,Nevada,University of Missouri,18th overall,2nd round,Chicago Bulls,1976
2314,CJ Watson,10,2008,2017,1984-04-17,Las Vegas,Nevada,University of Tennessee,,,,
2315,Matt Bonner,12,2005,2016,1980-04-05,Concord,New Hamshire,University of Florida,45th overall,2nd round,Chicago Bulls,2003
2316,Rafael Addison,6,1987,1997,1964-07-22,Jersey City,New Jersey,Syracuse University,39th overall,2nd round,Phoenix Suns,1986
2317,Bam Adebayo,5,2018,2022,1997-07-18,Newark,New Jersey,University of Kentucky,14th overall,1st round,Miami Heat,2017
2318,Malik Allen,10,2002,2011,1978-06-27,Willingboro,New Jersey,Villanova University,,,,
2319,Kyle Anderson,8,2015,2022,1993-09-20,Fairview,New Jersey,"University of California, Los Angeles",30th overall,1st round,San Antonio Spurs,2014
2320,Al Attles,11,1961,1971,1936-11-07,Newark,New Jersey,North Carolina Agricultural and Technical State University,39th overall,5th round,Philadelphia Warriors,1960
2321,Wade Baldwin,3,2017,2019,1996-03-29,Belle Mead,New Jersey,Vanderbilt University,17th overall,1st round,Memphis Grizzlies,2016
2322,Rick Barry,14,1966,1980,1944-03-28,Elizabeth,New Jersey,University of Miami,2nd overall,1st round,San Francisco Warriors,1965
2323,Ed Beach,1,1951,1951,1929-01-25,Elizabeth,New Jersey,West Virginia University,1950 NBA Draft,5th roun,Minneapolis Lakers,
2324,Spider Bennett,1,1969,1969,1943-08-04,Lakewood,New Jersey,Winston-Salem State University,,,,
2325,Mike Bibby,14,1999,2012,1978-05-13,Cherry Hill,New Jersey,University of Arizona,2nd overall,1st round,Vancouver Grizzlies,1998
2326,Alex Blackwell,1,1993,1993,1970-06-27,Toms River,New Jersey,Monmouth University,,,,
2327,George Blaney,1,1962,1962,1939-11-12,Jersey City,New Jersey,College of the Holy Cross,33rd overall,4th round,New York Knicks,1961
2328,Jake Bornheimer,2,1949,1950,1927-06-29,New Brunswick,New Jersey,Muhlenberg College,,,,
2329,Ira Bowman,3,2000,2002,1973-06-11,Newark,New Jersey,"Providence College, University of Pennsylvania",,,,
2330,Marques Bragg,1,1996,1996,1970-03-24,East Orange,New Jersey,Providence College,,,,
2331,Isaiah Briscoe,1,2019,2019,1996-04-13,Newark,New Jersey,University of Kentucky,,,,
2332,Gary Brokaw,4,1975,1978,1954-01-11,New Brunswick,New Jersey,University of Notre Dame,18th overall,1st round,Milwaukee Bucks,1974
2333,MarShon Brooks,5,2012,2019,1989-01-26,Long Branch,New Jersey,Providence College,25th overall,1st round,Boston Celtics,2011
2334,Mike Brown,11,1987,1997,1963-07-19,Newark,New Jersey,George Washington University,69th overall,3rd round,Chicago Bulls,1985
2335,Jalen Brunson,4,2019,2022,1996-08-31,New Brunswick,New Jersey,Villanova University,33rd overall,2nd round,Dallas Mavericks,2018
2336,Mark Bryant,15,1989,2003,1965-04-25,Glen Ridge,New Jersey,Seton Hall University,21st overall,1st round,Portland Trail Blazers,1988
2337,Dave Budd,5,1961,1965,1938-10-28,Woodbury,New Jersey,Wake Forest University,10th overall,2nd round,New York Knicks,1960
2338,Walt Budko,4,1949,1952,1925-07-30,Kearney,New Jersey,Columbia University,6th overall,1st round,Baltimore Bullets,1948
2339,Andrew Bynum,8,2006,2014,1987-10-27,Plainsboro,New Jersey,,10th overall,1st round,Los Angeles Lakers,2005
2340,Tommy Byrnes,5,1947,1951,1923-02-19,Teaneck,New Jersey,Seton Hall University,,,,
2341,Gerry Calabrese,2,1951,1952,1925-02-04,Hoboken,New Jersey,St. John's University,1950 NBA Draft,2nd roun,Syracuse Nationals,
2342,Tony Campbell,11,1985,1995,1962-05-07,Teaneck,New Jersey,Ohio State University,20th overall,1st round,Detroit Pistons,1984
2343,Derrick Caracter,1,2011,2011,1988-05-04,Fanwood,New Jersey,"University of Louisville, University of Texas at El Paso",58th overall,2nd round,Los Angeles Lakers,2010
2344,Rakeem Christmas,2,2016,2017,1991-12-01,Irvington,New Jersey,Syracuse University,36th overall,2nd round,Minnesota Timberwolves,2015
2345,Earl Clark,6,2010,2015,1988-01-17,Plainfield,New Jersey,University of Louisville,14th overall,1st round,Phoenix Suns,2009
2346,Charles Cooke,1,2018,2018,1994-07-01,Trenton,New Jersey,University of Dayton,,,,
2347,Sharife Cooper,1,2022,2022,2001-06-11,Newark,New Jersey,,,,,
2348,Chris Copeland,4,2013,2016,1984-03-17,Orange,New Jersey,University of Colorado,,,,
2349,Hollis Copeland,2,1980,1982,1955-12-20,Trenton,New Jersey,Rutgers University,46th overall,3rd round,Denver Nuggets,1978
2350,Joe Crispin,1,2002,2002,1979-07-18,Pitman,New Jersey,Pennsylvania State University,,,,
2351,John Crotty,11,1993,2003,1969-07-15,Orange,New Jersey,University of Virginia,,,,
2352,Brian Davis,1,1994,1994,1970-06-21,Atlantic City,New Jersey,Duke University,48th overall,2nd round,Phoenix Suns,1992
2353,Warren Davis,6,1968,1973,1943-06-30,Atlantic City,New Jersey,North Carolina Agricultural and Technical State University,46th overall,6th round,New York Knicks,1965
2354,Corky Devlin,3,1956,1958,1931-12-21,nan,New Jersey,George Washington University,9th overall,2nd round,Philadelphia Warriors,1955
2355,Harry Donovan,1,1950,1950,1926-09-10,Union City,New Jersey,Muhlenberg College,1949 BAA Draft,2nd roun,New York Knicks,
2356,Kenneth Faried,8,2012,2019,1989-11-19,Newark,New Jersey,Morehead State University,22nd overall,1st round,Denver Nuggets,2011
2357,Hank Finkel,9,1967,1975,1942-04-20,Union City,New Jersey,University of Dayton,30th overall,4th round,Los Angeles Lakers,1964
2358,Chris Ford,10,1973,1982,1949-01-11,Atlantic City,New Jersey,Villanova University,17th overall,2nd round,Detroit Pistons,1972
2359,Jimmy Foster,2,1975,1976,1951-12-16,Jersey City,New Jersey,University of Connecticut,57th overall,4th round,Cleveland Cavaliers,1974
2360,Randy Foye,11,2007,2017,1983-09-24,Newark,New Jersey,Villanova University,7th overall,1st round,Boston Celtics,2006
2361,Gary Garland,1,1980,1980,1957-10-12,East Orange,New Jersey,DePaul University,30th overall,2nd round,Denver Nuggets,1979
2362,Chris Gatling,11,1992,2002,1967-09-03,Elizabeth,New Jersey,Old Dominion University,16th overall,1st round,Golden State Warriors,1991
2363,Reggie Geary,2,1997,1998,1973-08-31,Trenton,New Jersey,University of Arizona,56th overall,2nd round,Cleveland Cavaliers,1996
2364,Tate George,4,1991,1995,1968-05-29,Newark,New Jersey,University of Connecticut,22nd overall,1st round,New Jersey Nets,1990
2365,Gerald Govan,9,1968,1976,1942-01-02,Jersey City,New Jersey,Saint Mary of the Plains College,88th overall,11th round,St. Louis Hawks,1964
2366,Greg Grant,6,1990,1996,1966-08-29,Trenton,New Jersey,Trenton State University,52nd overall,2nd round,Phoenix Suns,1989
2367,Bob Greacen,3,1970,1972,1947-09-15,Merchantville,New Jersey,Rutgers University,17th overall,2nd round,Milwaukee Bucks,1969
2368,Mike Grosso,1,1972,1972,1947-09-07,Raritan,New Jersey,University of Louisville,42nd overall,3rd round,Philadelphia 76ers,1969
2369,Al Harrington,16,1999,2014,1980-02-17,Orange,New Jersey,,25th overall,1st round,Indiana Pacers,1998
2370,Tom Heinsohn,9,1957,1965,1934-08-26,Union City,New Jersey,College of the Holy Cross,,1956 NBA Draft,Boston Celtics,
2371,Gerald Henderson,8,2010,2017,1987-12-09,Caldwell,New Jersey,Duke University,12th overall,1st round,Charlotte Bobcats,2009
2372,Jack Hewson,1,1948,1948,1924-09-07,Waldick,New Jersey,Temple University,,1947 BAA Draf,Boston Celtics,
2373,Nat Hickey,1,1948,1948,1902-01-30,Hoboken,New Jersey,,,,,
2374,Cleo Hill,1,1962,1962,1938-05-24,Newark,New Jersey,Winston-Salem State University,8th overall,1st round,St. Louis Hawks,1961
2375,Art Hillhouse,2,1947,1948,1916-06-12,Rutherford,New Jersey,Long Island University,,,,
2376,Roy Hinson,8,1984,1991,1961-05-02,Trenton,New Jersey,Rutgers University,20th overall,1st round,Cleveland Cavaliers,1983
2377,Dennis Horner,1,2012,2012,1988-02-05,Linwood,New Jersey,North Carolina State University,,,,
2378,Markus Howard,2,2021,2022,1999-03-03,Morristown,New Jersey,,,,,
2379,Bobby Hurley,5,1994,1998,1971-06-28,Jersey City,New Jersey,Duke University,7th overall,1st round,Sacramento Kings,1993
2380,Jaren Jackson Jr,4,2019,2022,1999-09-15,Plainfield,New Jersey,Michigan State University,4th overall,1st round,Memphis Grizzlies,2018
2381,Howie Janotta,1,1950,1950,1924-10-19,Hackensack,New Jersey,Seton Hall University,,,,
2382,Horace Jenkins,1,2005,2005,1974-10-14,Elizabeth,New Jersey,William Paterson University,,,,
2383,Dahntay Jones,13,2004,2017,1980-12-27,Trenton,New Jersey,"Rutgers University, Duke University",20th overall,1st round,Boston Celtics,2003
2384,Mike Kearns,1,1955,1955,1929-06-18,Trenton,New Jersey,Princeton University,48th overall,5th round,Philadelphia Warriors,1951
2385,Gary Keller,2,1968,1969,1944-06-13,Elizabeth,New Jersey,University of Florida,59th overall,6th round,Los Angeles Lakers,1967
2386,Jerry Kelly,2,1947,1948,1918-06-14,Union City,New Jersey,Marshall University,,,,
2387,Tom Kerwin,1,1968,1968,1944-07-19,Newark,New Jersey,,,,,
2388,Jack Kiley,2,1952,1953,1929-01-05,Irvington,New Jersey,Syracuse University,13th overall,2nd round,Fort Wayne Pistons,1951
2389,Chad Kinch,1,1981,1981,1958-05-22,Perth Amboy,New Jersey,University of North Carolina at Charlotte,22nd overall,1st round,Cleveland Cavaliers,1980
2390,Louis King,3,2020,2022,1999-04-06,Seacaucus,New Jersey,,,,,
2391,Brandin Knight,1,2005,2005,1981-12-16,Livingston,New Jersey,University of Pittsburgh,,,,
2392,Brevin Knight,12,1998,2009,1975-11-08,Livingston,New Jersey,Stanford University,16th overall,1st round,Cleveland Cavaliers,1997
2393,Andy Kostecka,1,1949,1949,1921-02-10,Newark,New Jersey,Georgetown University,,1948 BAA Draf,Indianapolis Jets,
2394,Herb Krautblatt,1,1949,1949,1926-11-19,Newark,New Jersey,Rider University,,1948 BAA Draf,Baltimore Bullets,
2395,Mo Layton,5,1972,1978,1948-12-24,Newark,New Jersey,University of Southern California,48th overall,3rd round,Phoenix Suns,1971
2396,George Lehmann,7,1968,1974,1942-05-01,Riverside,New Jersey,Campbell University,,,,
2397,John Mahnken,7,1947,1953,1922-06-16,New Jersey,New Jersey,Georgetown University,,,,
2398,Naji Marshall,2,2021,2022,1998-01-24,Atlantic City,New Jersey,,,,,
2399,Bob McCann,5,1990,1998,1964-04-22,Morristown,New Jersey,"Upsala College, Morehead State University",32nd overall,2nd round,Milwaukee Bucks,1987
2400,Bucky McConnell,1,1953,1953,1928-07-01,nan,New Jersey,Marshall University,,,,
2401,Forrest McKenzie,1,1987,1987,1963-02-16,Camden,New Jersey,Loyola Marymount University,48th overall,3rd round,San Antonio Spurs,1986
2402,Roshown McLeod,3,1999,2001,1975-11-17,Jersey City,New Jersey,"St. John's University, Duke University",20th overall,1st round,Atlanta Hawks,1998
2403,Gary Melchionni,2,1974,1975,1951-01-19,Camden,New Jersey,Duke University,33rd overall,2nd round,Phoenix Suns,1973
2404,Glenn Mosley,2,1978,1979,1955-12-26,Newark,New Jersey,Seton Hall University,20th overall,1st round,Philadelphia 76ers,1977
2405,Xavier Munford,2,2016,2018,1992-06-01,Hillside,New Jersey,University of Rhode Island,,,,
2406,Eric Murdock,9,1992,2000,1968-06-14,Somerville,New Jersey,Providence College,21st overall,1st round,Utah Jazz,1991
2407,Troy Murphy,12,2002,2013,1980-05-02,Morristown,New Jersey,University of Notre Dame,14th overall,1st round,Golden State Warriors,2001
2408,Ken Murray,3,1951,1955,1928-04-20,West Orange,New Jersey,St. Bonaventure University,1950 NBA Draft,4th roun,Chicago Stags,
2409,Cotton Nash,2,1965,1968,1942-07-24,Jersey City,New Jersey,University of Kentucky,12th overall,2nd round,Los Angeles Lakers,1964
2410,Tommy O'Keefe,1,1951,1951,1928-06-03,Jersey City,New Jersey,Georgetown University,1950 NBA Draft,4th roun,Washington Capitols,
2411,Mike O'Koren,8,1981,1988,1958-02-07,Jersey City,New Jersey,University of North Carolina,6th overall,1st round,New Jersey Nets,1980
2412,Shaquille O'Neal,19,1993,2011,1972-03-06,Newark,New Jersey,Louisiana State University,1st overall,1st round,Orlando Magic,1992
2413,Joe Pace,2,1977,1978,1953-12-18,New Brunswick,New Jersey,Coppin State University,76th overall,5th round,Phoenix Suns,1975
2414,Togo Palazzi,6,1955,1960,1932-08-08,Union City,New Jersey,College of the Holy Cross,5th overall,1st round,Boston Celtics,1954
2415,Billy Paultz,15,1971,1985,1948-07-30,River Edge,New Jersey,"Cameron University, St. John's University",103rd overall,7th round,San Diego Rockets,1970
2416,Aulcie Perry,1,1975,1975,1950-07-03,Newark,New Jersey,Bethune-Cookman College,,,,
2417,Tim Perry,8,1989,1996,1965-06-04,Freehold,New Jersey,Temple University,7th overall,1st round,Phoenix Suns,1988
2418,Kasib Powell,1,2008,2008,1981-03-18,Teaneck,New Jersey,Texas Tech University,,,,
2419,Myles Powell,1,2022,2022,1997-07-07,Trenton,New Jersey,,,,,
2420,AJ Price,6,2010,2015,1986-10-07,Orange,New Jersey,University of Connecticut,52nd overall,2nd round,Indiana Pacers,2009
2421,Ray Radziszewski,1,1958,1958,1935-03-01,Jersey City,New Jersey,Saint Joseph's University,30th overall,4th round,Philadelphia Warriors,1957
2422,Davon Reed,3,2018,2022,1995-06-11,Princeton,New Jersey,University of Miami,32nd overall,2nd round,Phoenix Suns,2017
2423,Richie Regan,3,1956,1958,1930-11-30,Newark,New Jersey,Seton Hall University,4th overall,1st round,Rochester Royals,1953
2424,Naz Reid,3,2020,2022,1999-08-26,Asbury Park,New Jersey,,,,,
2425,Rodrick Rhodes,3,1998,2000,1973-09-24,Jersey City,New Jersey,"University of Kentucky, University of Southern California",24th overall,1st round,Houston Rockets,1997
2426,Malachi Richardson,3,2017,2019,1996-01-05,Trenton,New Jersey,Syracuse University,22nd overall,1st round,Charlotte Hornets,2016
2427,David Rivers,3,1989,1992,1965-01-20,Jersey City,New Jersey,University of Notre Dame,25th overall,1st round,Los Angeles Lakers,1988
2428,Dennis Rodman,14,1987,2000,1961-05-13,Trenton,New Jersey,Southeastern Oklahoma State University,27th overall,2nd round,Detroit Pistons,1986
2429,Lou Roe,2,1996,1997,1972-07-14,Atlantic City,New Jersey,University of Massachusetts Amherst,30th overall,2nd round,Detroit Pistons,1995
2430,Brian Rowsom,3,1988,1990,1965-10-23,Newark,New Jersey,University of North Carolina at Wilmington,34th overall,2nd round,Indiana Pacers,1987
